dateday,year,month,weekday,windspeed,count
2012-06-25,2012,Jun,weekday,0.300383,6779
2012-06-26,2012,Jun,weekday,0.347642,7442
2012-06-27,2012,Jun,weekday,0.271775,7335
2012-06-28,2012,Jun,weekday,0.17165,6879
2012-06-29,2012,Jun,weekday,0.165417,5463
2012-06-30,2012,Jun,weekend,0.161071,5687
2012-07-01,2012,Jul,weekend,0.168529,5531
2012-07-02,2012,Jul,weekday,0.195267,6227
2012-07-03,2012,Jul,weekday,0.126237,6660
2012-07-04,2012,Jul,weekday,0.13495,7403
2012-07-05,2012,Jul,weekday,0.194029,6241
2012-07-06,2012,Jul,weekday,0.146142,6207
2012-07-07,2012,Jul,weekend,0.163554,4840
2012-07-08,2012,Jul,weekend,0.125629,4672
2012-07-09,2012,Jul,weekday,0.180975,6569
2012-07-10,2012,Jul,weekday,0.151737,6290
2012-07-11,2012,Jul,weekday,0.151733,7264
2012-07-12,2012,Jul,weekday,0.146775,7446
2012-07-13,2012,Jul,weekday,0.08085,7499
2012-07-14,2012,Jul,weekend,0.143679,6969
2012-07-15,2012,Jul,weekend,0.166667,6031
2012-07-16,2012,Jul,weekday,0.164187,6830
2012-07-17,2012,Jul,weekday,0.114429,6786
2012-07-18,2012,Jul,weekday,0.137442,5713
2012-07-19,2012,Jul,weekday,0.165429,6591
2012-07-20,2012,Jul,weekday,0.208967,5870
2012-07-21,2012,Jul,weekend,0.2133,4459
2012-07-22,2012,Jul,weekend,0.0939208,7410
2012-07-23,2012,Jul,weekday,0.138683,6966
2012-07-24,2012,Jul,weekday,0.211454,7592
2012-07-25,2012,Jul,weekday,0.1648,8173
2012-07-26,2012,Jul,weekday,0.284813,6861
2012-07-27,2012,Jul,weekday,0.152992,6904
2012-07-28,2012,Jul,weekend,0.15735,6685
2012-07-29,2012,Jul,weekend,0.170396,6597
2012-07-30,2012,Jul,weekday,0.153617,7105
2012-07-31,2012,Jul,weekday,0.165425,7216
2012-08-01,2012,Aug,weekday,0.141179,7580
2012-08-02,2012,Aug,weekday,0.129354,7261
2012-08-03,2012,Aug,weekday,0.215792,7175
2012-08-04,2012,Aug,weekend,0.257458,6824
2012-08-05,2012,Aug,weekend,0.290421,5464
2012-08-06,2012,Aug,weekday,0.129354,7013
2012-08-07,2012,Aug,weekday,0.116908,7273
2012-08-08,2012,Aug,weekday,0.1107,7534
2012-08-09,2012,Aug,weekday,0.1561,7286
2012-08-10,2012,Aug,weekday,0.238813,5786
2012-08-11,2012,Aug,weekend,0.206479,6299
2012-08-12,2012,Aug,weekend,0.122512,6544
2012-08-13,2012,Aug,weekday,0.136212,6883
2012-08-14,2012,Aug,weekday,0.169158,6784
2012-08-15,2012,Aug,weekday,0.169771,7347
2012-08-16,2012,Aug,weekday,0.141796,7605
2012-08-17,2012,Aug,weekday,0.231354,7148
2012-08-18,2012,Aug,weekend,0.177867,7865
2012-08-19,2012,Aug,weekend,0.08645,4549
2012-08-20,2012,Aug,weekday,0.129979,6530
2012-08-21,2012,Aug,weekday,0.0727708,7006
2012-08-22,2012,Aug,weekday,0.0702833,7375
2012-08-23,2012,Aug,weekday,0.0845958,7765
2012-08-24,2012,Aug,weekday,0.0721458,7582
2012-08-25,2012,Aug,weekend,0.244408,6053
2012-08-26,2012,Aug,weekend,0.228858,5255
2012-08-27,2012,Aug,weekday,0.128733,6917
2012-08-28,2012,Aug,weekday,0.190925,7040
2012-08-29,2012,Aug,weekday,0.112562,7697
2012-08-30,2012,Aug,weekday,0.0771167,7713
2012-08-31,2012,Aug,weekday,0.168533,7350
2012-09-01,2012,Sep,weekend,0.113187,6140
2012-09-02,2012,Sep,weekend,0.0640708,5810
2012-09-03,2012,Sep,weekday,0.151121,6034
2012-09-04,2012,Sep,weekday,0.236321,6864
2012-09-05,2012,Sep,weekday,0.187808,7112
2012-09-06,2012,Sep,weekday,0.142421,6203
2012-09-07,2012,Sep,weekday,0.171646,7504
2012-09-08,2012,Sep,weekend,0.281104,5976
2012-09-09,2012,Sep,weekend,0.224496,8227
2012-09-10,2012,Sep,weekday,0.258713,7525
2012-09-11,2012,Sep,weekday,0.0920542,7767
2012-09-12,2012,Sep,weekday,0.131846,7870
2012-09-13,2012,Sep,weekday,0.0827208,7804
2012-09-14,2012,Sep,weekday,0.103863,8009
2012-09-15,2012,Sep,weekend,0.247521,8714
2012-09-16,2012,Sep,weekend,0.0901833,7333
2012-09-17,2012,Sep,weekday,0.151742,6869
2012-09-18,2012,Sep,weekday,0.357587,4073
2012-09-19,2012,Sep,weekday,0.215175,7591
2012-09-20,2012,Sep,weekday,0.118167,7720
2012-09-21,2012,Sep,weekday,0.154229,8167
2012-09-22,2012,Sep,weekend,0.283583,8395
2012-09-23,2012,Sep,weekend,0.223258,7907
2012-09-24,2012,Sep,weekday,0.142404,7436
2012-09-25,2012,Sep,weekday,0.236321,7538
2012-09-26,2012,Sep,weekday,0.2444,7733
2012-09-27,2012,Sep,weekday,0.134342,7393
2012-09-28,2012,Sep,weekday,0.164179,7415
2012-09-29,2012,Sep,weekend,0.227604,8555
2012-09-30,2012,Sep,weekend,0.134958,6889
2012-10-01,2012,Oct,weekday,0.0908042,6778
2012-10-02,2012,Oct,weekday,0.104475,4639
2012-10-03,2012,Oct,weekday,0.0665458,7572
2012-10-04,2012,Oct,weekday,0.117546,7328
2012-10-05,2012,Oct,weekday,0.10635,8156
2012-10-06,2012,Oct,weekend,0.268025,7965
2012-10-07,2012,Oct,weekend,0.141162,3510
2012-10-08,2012,Oct,weekday,0.189679,5478
2012-10-09,2012,Oct,weekday,0.1903,6392
2012-10-10,2012,Oct,weekday,0.187821,7691
2012-10-11,2012,Oct,weekday,0.181596,7570
2012-10-12,2012,Oct,weekday,0.235092,7282
2012-10-13,2012,Oct,weekend,0.146142,7109
2012-10-14,2012,Oct,weekend,0.278612,6639
2012-10-15,2012,Oct,weekday,0.296037,5875
2012-10-16,2012,Oct,weekday,0.182221,7534
2012-10-17,2012,Oct,weekday,0.101371,7461
2012-10-18,2012,Oct,weekday,0.236937,7509
2012-10-19,2012,Oct,weekday,0.134954,5424
2012-10-20,2012,Oct,weekend,0.117537,8090
2012-10-21,2012,Oct,weekend,0.166054,6824
2012-10-22,2012,Oct,weekday,0.0814833,7058
2012-10-23,2012,Oct,weekday,0.0945458,7466
2012-10-24,2012,Oct,weekday,0.0727792,7693
2012-10-25,2012,Oct,weekday,0.124375,7359
2012-10-26,2012,Oct,weekday,0.132467,7444
2012-10-27,2012,Oct,weekend,0.235692,7852
2012-10-28,2012,Oct,weekend,0.398008,4459
2012-10-29,2012,Oct,weekday,0.3582,22
2012-10-30,2012,Oct,weekday,0.213009,1096
2012-10-31,2012,Oct,weekday,0.166667,5566
2012-11-01,2012,Nov,weekday,0.157346,5986
2012-11-02,2012,Nov,weekday,0.266175,5847
2012-11-03,2012,Nov,weekend,0.270529,5138
2012-11-04,2012,Nov,weekend,0.179108,5107
2012-11-05,2012,Nov,weekday,0.236325,5259
2012-11-06,2012,Nov,weekday,0.173513,5686
2012-11-07,2012,Nov,weekday,0.304108,5035
2012-11-08,2012,Nov,weekday,0.347835,5315
2012-11-09,2012,Nov,weekday,0.214558,5992
2012-11-10,2012,Nov,weekend,0.0578458,6536
2012-11-11,2012,Nov,weekend,0.1275,6852
2012-11-12,2012,Nov,weekday,0.173517,6269
2012-11-13,2012,Nov,weekday,0.342046,4094
2012-11-14,2012,Nov,weekday,0.199625,5495
2012-11-15,2012,Nov,weekday,0.152987,5445
2012-11-16,2012,Nov,weekday,0.171025,5698
2012-11-17,2012,Nov,weekend,0.179729,5629
2012-11-18,2012,Nov,weekend,0.227612,4669
2012-11-19,2012,Nov,weekday,0.235067,5499
2012-11-20,2012,Nov,weekday,0.082725,5634
2012-11-21,2012,Nov,weekday,0.103246,5146
2012-11-22,2012,Nov,weekday,0.0528708,2425
2012-11-23,2012,Nov,weekday,0.148021,3910
2012-11-24,2012,Nov,weekend,0.376871,2277
2012-11-25,2012,Nov,weekend,0.1505,2424
2012-11-26,2012,Nov,weekday,0.04665,5087
2012-11-27,2012,Nov,weekday,0.237562,3959
2012-11-28,2012,Nov,weekday,0.210821,5260
2012-11-29,2012,Nov,weekday,0.115522,5323
2012-11-30,2012,Nov,weekday,0.0584708,5668
2012-12-01,2012,Dec,weekend,0.0597042,5191
2012-12-02,2012,Dec,weekend,0.124379,4649
2012-12-03,2012,Dec,weekday,0.0827208,6234
2012-12-04,2012,Dec,weekday,0.174129,6606
2012-12-05,2012,Dec,weekday,0.324021,5729
2012-12-06,2012,Dec,weekday,0.174754,5375
2012-12-07,2012,Dec,weekday,0.1306,5008
2012-12-08,2012,Dec,weekend,0.101379,5582
2012-12-09,2012,Dec,weekend,0.157975,3228
2012-12-10,2012,Dec,weekday,0.190308,5170
2012-12-11,2012,Dec,weekday,0.296037,5501
2012-12-12,2012,Dec,weekday,0.162937,5319
2012-12-13,2012,Dec,weekday,0.174129,5532
2012-12-14,2012,Dec,weekday,0.131229,5611
2012-12-15,2012,Dec,weekend,0.10635,5047
2012-12-16,2012,Dec,weekend,0.100742,3786
2012-12-17,2012,Dec,weekday,0.0982583,4585
2012-12-18,2012,Dec,weekday,0.221404,5557
2012-12-19,2012,Dec,weekday,0.184092,5267
2012-12-20,2012,Dec,weekday,0.132463,4128
2012-12-21,2012,Dec,weekday,0.374383,3623
2012-12-22,2012,Dec,weekend,0.407346,1749
2012-12-23,2012,Dec,weekend,0.133083,1787
2012-12-24,2012,Dec,weekday,0.0772304,920
2012-12-25,2012,Dec,weekday,0.168726,1013
2012-12-26,2012,Dec,weekday,0.316546,441
2012-12-27,2012,Dec,weekday,0.350133,2114
2012-12-28,2012,Dec,weekday,0.155471,3095
2012-12-29,2012,Dec,weekend,0.124383,1341
2012-12-30,2012,Dec,weekend,0.350754,1796
2012-12-31,2012,Dec,weekday,0.154846,2729
